Accident_Index,Police_Force,Accident_Severity,Number_of_Vehicles,Number_of_Casualties,Year
201201JC30527,1,3,2,1,2012
201201JC30529,1,3,1,1,2012
201201JC30530,1,3,1,1,2012
201201JC30532,1,3,2,1,2012
201201JC30533,1,3,1,1,2012
201201JC30534,1,3,2,1,2012
201201JC30535,1,3,2,1,2012
201201JC30536,1,3,2,1,2012
201201JC30537,1,3,1,1,2012
201201JC30538,1,3,2,1,2012
201201JC30539,1,3,2,1,2012
201201JC30540,1,3,1,2,2012
201201JC30541,1,3,2,2,2012
201201JC30543,1,3,2,1,2012
201201JC30544,1,3,2,1,2012
201201JC30545,1,3,2,1,2012
201201JC30546,1,3,2,2,2012
201201JC30547,1,3,2,1,2012
201201JC30548,1,3,1,1,2012
201201JC30549,1,3,1,1,2012
201201JC30550,1,3,1,1,2012
201201JC30551,1,3,2,1,2012
201201JC30552,1,3,2,1,2012
201201JC30553,1,3,1,1,2012
201201JC30554,1,3,1,2,2012
201201JC30555,1,3,1,1,2012
201201JC30556,1,3,1,1,2012
201201JC30557,1,3,2,1,2012
201201JC30558,1,3,2,1,2012
201201JC30560,1,3,1,1,2012
201201JC30561,1,3,1,1,2012
201201JC30562,1,3,2,1,2012
201201JC30564,1,3,2,1,2012
201201JC30565,1,3,2,1,2012
201201JC30566,1,3,2,1,2012
201201JC30567,1,3,2,1,2012
201201JC30568,1,3,1,1,2012
201201JC30569,1,3,1,1,2012
201201JC30570,1,3,2,1,2012
201201JC30572,1,3,2,1,2012
201201JC30574,1,3,2,1,2012
201201JC30575,1,3,2,1,2012
201201JC30576,1,3,1,1,2012
201201JC30580,1,3,2,1,2012
201201JC30581,1,3,2,1,2012
201201JC30582,1,3,2,1,2012
201201JC30583,1,3,2,1,2012
201201JC30584,1,3,2,1,2012
201201JC30585,1,3,2,1,2012
201201JC30586,1,3,2,1,2012
201201JC30587,1,3,2,1,2012
201201JC30588,1,3,2,1,2012
201201JC30589,1,3,2,1,2012
201201JC30590,1,3,2,1,2012
201201JC30591,1,3,2,1,2012
201201JC30592,1,3,2,1,2012
201201JC30594,1,2,2,2,2012
201201JC30595,1,3,2,1,2012
201201JC30596,1,3,1,1,2012
201201JC30599,1,3,2,1,2012
201201JC30600,1,3,2,2,2012
201201JC30601,1,3,1,1,2012
201201JC30602,1,3,1,1,2012
201201JC30603,1,3,2,1,2012
201201JC30604,1,3,2,3,2012
201201JC30605,1,3,2,1,2012
201201JC30606,1,3,2,1,2012
201201JC30607,1,3,2,1,2012
201201JC30608,1,3,2,3,2012
201201JC30609,1,3,1,1,2012
201201JC30610,1,3,2,1,2012
201201JC30611,1,3,2,1,2012
201201JC30612,1,3,1,1,2012
201201JC30613,1,3,2,1,2012
201201JC30614,1,3,3,1,2012
201201JC30615,1,3,1,1,2012
201201JC30617,1,3,1,1,2012
201201JC30618,1,3,1,2,2012
201201JC30619,1,3,2,1,2012
201201JC30620,1,3,1,1,2012
201201JC30621,1,3,2,1,2012
201201JC30622,1,3,1,1,2012
201201JC30623,1,3,1,1,2012
201201JC30624,1,3,2,1,2012
201201JC30625,1,3,1,1,2012
201201JC30626,1,2,1,1,2012
201201JC30627,1,3,1,1,2012
201201JC30628,1,3,1,1,2012
201201JC30629,1,3,1,1,2012
201201JC30630,1,3,2,2,2012
201201JC30631,1,3,2,1,2012
201201JC30632,1,3,2,1,2012
201201JC30633,1,3,2,1,2012
201201JC30635,1,3,1,1,2012
201201JC30636,1,3,2,1,2012
201201JC30637,1,3,2,1,2012
201201JC30638,1,3,2,1,2012
201201JC30639,1,3,1,1,2012
201201JC30641,1,3,1,1,2012
201201JC30643,1,3,2,1,2012
201201JC30645,1,3,2,1,2012
201201JC30646,1,3,2,1,2012
201201JC30648,1,3,2,1,2012
201201JC39006,1,3,2,1,2012
201201JC39011,1,2,1,1,2012
201201JC39012,1,3,1,1,2012
201201JC39013,1,3,1,1,2012
201201JC39014,1,3,2,1,2012
201201JC39027,1,3,2,1,2012
201201JC39041,1,3,1,1,2012
201201JC39051,1,3,2,1,2012
201201JI40001,1,3,2,1,2012
201201JI40002,1,3,2,1,2012
201201JI40003,1,3,2,1,2012
201201JI40004,1,3,2,2,2012
201201JI40005,1,3,1,2,2012
201201JI40006,1,3,1,1,2012
201201JI40007,1,3,2,1,2012
201201JI40010,1,3,2,2,2012
201201JI40011,1,3,2,1,2012
201201JI40012,1,3,2,1,2012
201201JI40013,1,3,2,1,2012
201201JI40014,1,3,2,1,2012
201201JI40015,1,3,1,1,2012
201201JI40016,1,3,2,1,2012
201201JI40017,1,3,2,1,2012
201201JI40018,1,3,3,3,2012
201201JI40021,1,3,2,1,2012
201201JI40022,1,2,1,1,2012
201201JI40023,1,3,2,1,2012
201201JI40025,1,3,1,2,2012
201201JI40026,1,3,2,2,2012
201201JI40027,1,3,2,1,2012
201201JI40029,1,3,2,1,2012
201201JI40031,1,3,2,1,2012
201201JI40032,1,2,2,2,2012
201201JI40033,1,3,2,1,2012
201201JI40034,1,3,2,1,2012
201201JI40035,1,3,2,1,2012
201201JI40036,1,3,2,1,2012
201201JI40037,1,3,2,1,2012
201201JI40038,1,3,1,1,2012
201201JI40039,1,3,1,1,2012
201201JI40040,1,2,2,1,2012
201201JI40041,1,3,2,1,2012
201201JI40042,1,3,2,1,2012
201201JI40043,1,3,2,1,2012
201201JI40045,1,3,3,2,2012
201201JI40046,1,3,1,1,2012
201201JI40047,1,3,1,1,2012
201201JI40048,1,3,2,2,2012
201201JI40049,1,3,1,1,2012
201201JI40050,1,3,1,1,2012
201201JI40051,1,3,5,1,2012
201201JI40052,1,3,3,6,2012
201201JI40053,1,3,2,1,2012
201201JI40054,1,3,2,1,2012
201201JI40055,1,3,2,2,2012
201201JI40056,1,3,2,1,2012
201201JI40058,1,3,3,1,2012
201201JI40059,1,3,2,1,2012
201201JI40061,1,3,1,1,2012
201201JI40063,1,3,2,1,2012
201201JI40064,1,3,2,1,2012
201201JI40065,1,3,2,1,2012
201201JI40066,1,3,2,2,2012
201201JI40067,1,3,2,1,2012
201201JI40068,1,3,2,1,2012
201201JI40069,1,3,2,1,2012
201201JI40070,1,3,1,1,2012
201201JI40071,1,3,1,1,2012
201201JI40072,1,3,2,1,2012
201201JI40073,1,3,1,1,2012
201201JI40075,1,3,1,1,2012
201201JI40076,1,3,2,1,2012
201201JI40077,1,3,2,1,2012
201201JI40078,1,3,2,3,2012
201201JI40079,1,3,2,1,2012
201201JI40080,1,3,2,3,2012
201201JI40081,1,3,4,2,2012
201201JI40082,1,2,4,1,2012
201201JI40084,1,3,2,1,2012
201201JI40085,1,3,2,2,2012
201201JI40086,1,3,2,1,2012
201201JI40088,1,3,2,1,2012
201201JI40089,1,3,1,1,2012
201201JI40091,1,3,2,2,2012
201201JI40093,1,3,3,1,2012
201201JI40095,1,3,1,1,2012
201201JI40096,1,3,2,1,2012
201201JI40097,1,2,2,1,2012
201201JI40098,1,3,2,1,2012
201201JI40099,1,3,3,2,2012
201201JI40100,1,3,2,1,2012
201201JI40101,1,3,2,1,2012
201201JI40102,1,3,3,1,2012
201201JI40105,1,3,2,1,2012
201201JI40106,1,3,2,1,2012
201201JI40107,1,3,2,2,2012
201201JI40108,1,3,2,1,2012
201201JI40109,1,3,2,1,2012
201201JI40111,1,3,2,1,2012
201201JI40112,1,3,2,1,2012
201201JI40113,1,3,2,1,2012
201201JI40114,1,3,1,1,2012
201201JI40115,1,3,2,1,2012
201201JI40116,1,3,1,1,2012
201201JI40118,1,3,1,1,2012
201201JI40119,1,3,2,1,2012
201201JI40120,1,3,2,1,2012
201201JI40121,1,3,2,1,2012
201201JI40122,1,3,2,1,2012
201201JI40123,1,3,3,2,2012
201201JI40124,1,3,1,1,2012
201201JI40125,1,3,3,1,2012
201201JI40126,1,3,3,2,2012
201201JI40127,1,3,2,1,2012
201201JI40128,1,3,2,2,2012
201201JI40129,1,3,1,1,2012
201201JI40130,1,3,1,1,2012
201201JI40131,1,3,3,2,2012
201201JI40132,1,3,2,1,2012
201201JI40133,1,3,2,1,2012
201201JI40135,1,3,1,1,2012
201201JI40136,1,3,2,1,2012
201201JI40137,1,3,1,1,2012
201201JI40138,1,3,2,1,2012
201201JI40139,1,2,3,1,2012
201201JI40140,1,3,2,1,2012
201201JI40141,1,3,2,1,2012
201201JI40142,1,2,2,2,2012
201201JI40143,1,3,1,1,2012
201201JI40144,1,3,2,1,2012
201201JI40145,1,3,2,1,2012
201201JI40146,1,3,1,1,2012
201201JI40147,1,3,2,2,2012
201201JI40148,1,3,2,2,2012
201201JI40149,1,3,2,1,2012
201201JI40150,1,3,2,1,2012
201201JI40151,1,3,2,3,2012
201201JI40152,1,3,1,1,2012
201201JI40153,1,3,2,1,2012
201201JI40154,1,3,3,1,2012
201201JI40155,1,3,2,1,2012
201201JI40156,1,3,2,1,2012
201201JI40158,1,3,2,1,2012
201201JI40159,1,3,2,1,2012
201201JI40160,1,3,2,1,2012
201201JI40161,1,3,2,1,2012
201201JI40162,1,3,1,1,2012
201201JI40163,1,3,2,1,2012
201201JI40164,1,2,2,3,2012
201201JI40165,1,3,2,3,2012
201201JI40166,1,3,1,1,2012
201201JI40168,1,3,2,1,2012
201201JI40169,1,3,2,1,2012
201201JI40170,1,2,2,1,2012
201201JI40171,1,3,2,1,2012
201201JI40173,1,2,1,1,2012
201201JI40174,1,3,2,1,2012
201201JI40175,1,3,2,1,2012
201201JI40176,1,3,2,1,2012
201201JI40177,1,3,1,5,2012
201201JI40178,1,3,2,2,2012
201201JI40179,1,3,2,1,2012
201201JI40180,1,3,1,1,2012
201201JI40181,1,3,2,1,2012
201201JI40182,1,3,2,1,2012
201201JI40183,1,3,3,1,2012
201201JI40184,1,3,2,1,2012
201201JI40185,1,3,1,1,2012
201201JI40187,1,3,2,2,2012
201201JI40188,1,3,1,1,2012
201201JI40189,1,3,2,2,2012
201201JI40190,1,3,2,1,2012
201201JI40191,1,3,1,1,2012
201201JI40193,1,3,2,1,2012
201201JI40195,1,3,1,1,2012
201201JI40196,1,3,2,1,2012
201201JI40197,1,3,1,1,2012
201201JI40198,1,3,2,1,2012
201201JI40199,1,3,4,1,2012
201201JI40200,1,3,2,2,2012
201201JI40204,1,3,2,1,2012
201201JI40205,1,3,2,1,2012
201201JI40206,1,3,2,1,2012
201201JI40208,1,3,2,1,2012
201201JI40209,1,3,1,1,2012
201201JI40210,1,3,2,1,2012
201201JI40211,1,3,2,1,2012
201201JI40212,1,3,1,1,2012
201201JI40213,1,3,2,1,2012
201201JI40214,1,3,1,1,2012
201201JI40215,1,3,2,1,2012
201201JI40216,1,3,2,1,2012
201201JI40217,1,3,2,1,2012
201201JI40218,1,3,2,1,2012
201201JI40219,1,3,2,1,2012
201201JI40220,1,3,2,1,2012
201201JI40222,1,3,1,1,2012
201201JI40223,1,2,2,1,2012
201201JI40224,1,3,2,1,2012
201201JI40225,1,3,2,1,2012
201201JI40226,1,2,1,1,2012
201201JI40227,1,3,1,1,2012
201201JI40228,1,3,2,1,2012
201201JI40229,1,3,2,2,2012
201201JI40230,1,3,3,4,2012
201201JI40231,1,3,2,1,2012
201201JI40232,1,3,2,1,2012
201201JI40233,1,3,2,2,2012
201201JI40235,1,3,2,1,2012
201201JI40236,1,3,2,1,2012
201201JI40237,1,3,2,2,2012
201201JI40238,1,3,3,4,2012
201201JI40239,1,3,2,1,2012
201201JI40240,1,3,1,1,2012
201201JI40241,1,3,2,1,2012
201201JI40242,1,3,2,1,2012
201201JI40244,1,3,2,1,2012
201201JI40245,1,3,6,3,2012
201201JI40246,1,3,2,1,2012
201201JI40247,1,3,1,1,2012
201201JI40248,1,3,3,1,2012
201201JI40249,1,3,2,1,2012
201201JI40250,1,3,2,1,2012
201201JI40251,1,3,2,2,2012
201201JI40252,1,3,1,1,2012
201201JI40253,1,2,2,1,2012
201201JI40254,1,3,2,2,2012
201201JI40256,1,3,2,1,2012
201201JI40258,1,3,2,1,2012
201201JI40259,1,2,2,1,2012
201201JI40260,1,3,2,2,2012
201201JI40261,1,3,2,1,2012
201201JI40262,1,3,2,1,2012
201201JI40263,1,3,2,1,2012
201201JI40264,1,3,2,1,2012
201201JI40265,1,3,2,1,2012
201201JI40266,1,3,2,1,2012
201201JI40268,1,3,2,1,2012
201201JI40269,1,3,2,1,2012
201201JI40270,1,3,2,2,2012
201201JI40271,1,3,2,2,2012
201201JI40272,1,3,1,1,2012
201201JI40273,1,3,2,1,2012
201201JI40274,1,3,1,1,2012
201201JI40276,1,3,2,2,2012
201201JI40277,1,3,2,1,2012
201201JI40278,1,3,2,1,2012
201201JI40279,1,3,2,1,2012
201201JI40280,1,3,1,1,2012
201201JI40281,1,3,2,1,2012
201201JI40282,1,3,2,3,2012
201201JI40283,1,3,1,1,2012
201201JI40284,1,3,1,1,2012
201201JI40285,1,3,2,1,2012
201201JI40286,1,3,1,1,2012
201201JI40287,1,2,1,1,2012
201201JI40288,1,3,2,1,2012
201201JI40289,1,3,2,1,2012
201201JI40290,1,2,2,1,2012
201201JI40291,1,3,1,2,2012
201201JI40292,1,3,1,1,2012
201201JI40293,1,2,3,4,2012
201201JI40294,1,3,2,1,2012
201201JI40297,1,3,2,2,2012
201201JI40299,1,3,2,1,2012
201201JI40300,1,3,1,1,2012
201201JI40301,1,3,3,4,2012
201201JI40302,1,3,1,1,2012
201201JI40303,1,3,2,1,2012
201201JI40304,1,3,2,1,2012
201201JI40305,1,3,2,1,2012
201201JI40306,1,3,3,1,2012
201201JI40307,1,2,1,1,2012
201201JI40309,1,3,3,1,2012
201201JI40310,1,3,2,2,2012
201201JI40311,1,3,2,1,2012
201201JI40312,1,2,2,1,2012
201201JI40314,1,3,2,2,2012
201201JI40315,1,3,1,1,2012
201201JI40316,1,3,2,1,2012
201201JI40317,1,3,2,1,2012
201201JI40318,1,3,2,1,2012
201201JI40319,1,3,3,1,2012
201201JI40320,1,3,2,1,2012
201201JI40321,1,3,1,1,2012
201201JI40322,1,3,2,1,2012
201201JI40323,1,3,2,1,2012
201201JI40324,1,3,2,1,2012
201201JI40326,1,3,1,1,2012
201201JI40328,1,3,2,1,2012
201201JI40329,1,3,3,1,2012
201201JI40330,1,3,2,1,2012
201201JI40331,1,3,2,1,2012
201201JI40332,1,2,1,1,2012
201201JI40333,1,3,2,2,2012
201201JI40334,1,3,2,2,2012
201201JI40335,1,3,2,1,2012
201201JI40336,1,3,2,1,2012
201201JI40337,1,3,2,2,2012
201201JI40338,1,2,2,1,2012
201201JI40341,1,2,2,2,2012
201201JI40342,1,3,2,1,2012
201201JI40343,1,3,1,2,2012
201201JI40344,1,3,2,2,2012
201201JI40346,1,3,2,1,2012
201201JI40347,1,3,2,1,2012
201201JI40348,1,3,2,2,2012
201201JI40349,1,3,2,2,2012
201201JI40350,1,3,3,2,2012
201201JI40352,1,3,4,3,2012
201201JI40354,1,3,2,1,2012
201201JI40355,1,3,1,2,2012
201201JI40356,1,3,2,2,2012
201201JI40357,1,3,1,1,2012
201201JI40358,1,3,1,1,2012
201201JI40359,1,3,2,5,2012
201201JI40360,1,3,3,3,2012
201201JI40361,1,3,2,1,2012
201201JI40362,1,3,2,1,2012
201201JI40363,1,3,1,1,2012
201201JI40364,1,3,2,1,2012
201201JI40365,1,3,2,2,2012
201201JI40367,1,3,2,1,2012
201201JI40369,1,3,2,1,2012
201201JI40370,1,3,1,1,2012
201201JI40371,1,3,2,1,2012
201201JI40372,1,3,3,1,2012
201201JI40373,1,2,2,1,2012
201201JI40374,1,3,2,1,2012
201201JI40375,1,3,2,1,2012
201201JI40377,1,3,3,1,2012
201201JI40378,1,3,2,1,2012
201201JI40379,1,3,2,1,2012
201201JI40380,1,3,1,1,2012
201201JI40381,1,3,1,1,2012
201201JI40382,1,3,4,2,2012
201201JI40383,1,3,2,1,2012
201201JI40384,1,3,2,1,2012
201201JI40386,1,3,2,1,2012
201201JI40387,1,3,2,1,2012
201201JI40388,1,3,4,1,2012
201201JI40389,1,3,2,1,2012
201201JI40390,1,3,2,1,2012
201201JI40392,1,3,2,1,2012
201201JI40394,1,3,2,1,2012
201201JI40395,1,3,1,1,2012
201201JI40396,1,3,2,1,2012
201201JI40397,1,3,2,1,2012
201201JI40398,1,3,2,1,2012
201201JI40399,1,3,2,2,2012
201201JI40400,1,3,3,1,2012
201201JI40401,1,3,2,1,2012
201201JI40402,1,3,2,2,2012
201201JI40403,1,3,2,4,2012
201201JI40405,1,3,2,1,2012
201201JI40408,1,3,2,2,2012
201201JI40410,1,3,2,1,2012
201201JI40411,1,3,2,1,2012
201201JI40412,1,2,1,1,2012
201201JI40413,1,3,2,1,2012
201201JI40414,1,3,2,1,2012
201201JI40415,1,3,1,1,2012
201201JI40416,1,3,2,1,2012
201201JI40418,1,3,1,1,2012
201201JI40419,1,3,2,1,2012
201201JI40421,1,3,2,1,2012
201201JI40422,1,3,3,3,2012
201201JI40423,1,3,2,1,2012
201201JI40424,1,3,1,1,2012
201201JI40425,1,3,2,3,2012
201201JI40426,1,3,2,1,2012
201201JI40428,1,3,1,1,2012
201201JI40430,1,3,2,4,2012
201201JI40431,1,3,2,2,2012
201201JI40432,1,3,2,1,2012
201201JI40433,1,3,2,1,2012
201201JI40434,1,3,2,1,2012
201201JI40435,1,3,2,1,2012
201201JI40437,1,3,2,1,2012
201201JI40438,1,3,2,1,2012
201201JI40439,1,3,2,1,2012
201201JI40440,1,3,1,1,2012
201201JI40441,1,3,2,1,2012
201201JI40442,1,3,3,1,2012
201201JI40443,1,3,1,1,2012
201201JI40444,1,3,2,1,2012
201201JI40445,1,3,2,2,2012
201201JI40446,1,3,1,1,2012
201201JI40447,1,3,2,1,2012
201201JI40448,1,3,3,1,2012
201201JI40449,1,3,1,1,2012
201201JI40450,1,3,2,1,2012
201201JI40451,1,3,1,1,2012
201201JI40452,1,3,1,1,2012
201201JI40453,1,3,2,1,2012
201201JI40454,1,3,2,1,2012
201201JI40455,1,3,2,1,2012
201201JI40456,1,3,2,1,2012
201201JI40457,1,3,2,2,2012
201201JI40458,1,3,2,3,2012
201201JI40460,1,3,2,1,2012
201201JI40461,1,3,2,1,2012
201201JI40463,1,3,2,1,2012
201201JI40464,1,3,2,1,2012
201201JI40466,1,3,2,1,2012
201201JI40467,1,3,2,1,2012
201201JI40468,1,3,2,1,2012
201201JI40470,1,3,1,1,2012
201201JI40471,1,2,2,2,2012
201201JI40472,1,3,2,1,2012
201201JI40473,1,3,1,1,2012
201201JI40474,1,3,2,1,2012
201201JI40475,1,3,2,2,2012
201201JI40476,1,3,2,2,2012
201201JI40477,1,3,2,1,2012
201201JI40478,1,3,4,1,2012
201201JI40479,1,3,1,1,2012
201201JI40480,1,3,2,1,2012
201201JI40481,1,3,1,1,2012
201201JI40482,1,3,2,1,2012
201201JI40483,1,3,2,1,2012
201201JI40484,1,3,2,2,2012
201201JI40485,1,3,2,1,2012
201201JI40486,1,3,1,1,2012
201201JI40488,1,3,2,1,2012
201201JI40489,1,3,2,3,2012
201201JI40490,1,3,2,1,2012
201201JI40491,1,3,1,1,2012
201201JI40492,1,3,1,1,2012
201201JI40493,1,3,2,1,2012
201201JI40494,1,3,3,2,2012
201201JI40495,1,3,3,1,2012
201201JI40496,1,3,3,1,2012
201201JI40497,1,3,2,2,2012
201201JI40498,1,3,2,1,2012
201201JI40499,1,3,1,1,2012
201201JI40500,1,3,2,1,2012
201201JI40501,1,3,3,4,2012
201201JI40503,1,3,1,1,2012
201201JI40504,1,3,1,1,2012
201201JI40505,1,3,2,1,2012
201201JI40506,1,3,2,2,2012
201201JI40508,1,3,1,1,2012
201201JI40509,1,3,1,1,2012
201201JI40510,1,3,2,1,2012
201201JI40512,1,3,1,1,2012
201201JI40513,1,3,2,1,2012
201201JI40514,1,3,1,1,2012
201201JI40515,1,3,1,1,2012
201201JI40516,1,3,2,2,2012
201201JI40517,1,3,2,1,2012
201201JI40518,1,3,2,1,2012
201201JI40520,1,3,2,1,2012
201201JI40521,1,3,2,1,2012
201201JI40522,1,3,2,1,2012
201201JI40523,1,3,2,1,2012
201201JI40526,1,3,1,1,2012
201201JI40528,1,3,2,2,2012
201201JI40529,1,3,2,2,2012
201201JI40531,1,3,2,1,2012
201201JI40532,1,3,1,1,2012
201201JI40533,1,3,2,1,2012
201201JI40536,1,3,3,1,2012
201201JI40537,1,3,3,5,2012
201201JI40538,1,3,3,1,2012
201201JI40539,1,3,2,1,2012
201201JI40540,1,3,1,1,2012
201201JI40541,1,3,2,1,2012
201201JI40542,1,3,1,1,2012
201201JI40543,1,3,1,1,2012
201201JI40544,1,3,2,1,2012
201201JI40546,1,3,2,1,2012
201201JI40547,1,3,2,1,2012
201201JI40548,1,3,3,3,2012
201201JI40549,1,3,2,1,2012
201201JI40550,1,3,2,1,2012
201201JI40551,1,3,2,1,2012
201201JI40552,1,3,2,1,2012
201201JI40553,1,3,1,1,2012
201201JI40554,1,3,2,1,2012
201201JI40555,1,3,2,1,2012
201201JI40556,1,3,2,2,2012
201201JI40557,1,3,1,1,2012
201201JI40558,1,3,2,2,2012
201201JI40559,1,3,2,1,2012
201201JI40560,1,3,2,1,2012
201201JI40561,1,3,2,1,2012
201201JI40563,1,3,2,1,2012
201201JI40564,1,3,2,2,2012
201201JI40565,1,3,2,2,2012
201201JI40566,1,3,2,1,2012
201201JI40567,1,3,3,1,2012
201201JI40568,1,3,2,2,2012
201201JI40569,1,3,2,1,2012
201201JI40570,1,3,2,1,2012
201201JI40572,1,3,2,1,2012
201201JI40573,1,3,3,1,2012
201201JI40574,1,3,1,1,2012
201201JI40575,1,3,2,1,2012
201201JI40577,1,3,2,1,2012
201201JI40578,1,3,2,1,2012
201201JI40579,1,3,2,1,2012
201201JI40580,1,3,1,1,2012
201201JI40581,1,3,3,3,2012
201201JI40582,1,3,2,1,2012
201201JI40583,1,3,3,1,2012
201201JI40584,1,3,2,1,2012
201201JI40585,1,3,2,1,2012
201201JI40586,1,3,2,1,2012
201201JI40587,1,3,2,3,2012
201201JI40589,1,3,2,2,2012
201201JI40590,1,3,2,2,2012
201201JI40591,1,3,2,4,2012
201201JI40593,1,3,3,1,2012
201201JI40594,1,3,1,1,2012
201201JI40595,1,3,5,5,2012
201201JI40599,1,3,2,1,2012
201201JI40600,1,3,2,1,2012
201201JI40601,1,3,2,1,2012
201201JI40602,1,3,2,1,2012
201201JI40604,1,3,2,1,2012
201201JI40605,1,3,1,1,2012
201201JI40606,1,3,3,5,2012
201201JI40607,1,2,1,1,2012
201201JI40609,1,3,1,1,2012
201201JI40610,1,3,1,1,2012
201201JI40611,1,3,2,1,2012
201201JI40612,1,3,2,1,2012
201201JI40613,1,3,2,1,2012
201201JI40615,1,3,2,1,2012
201201JI40616,1,3,1,2,2012
201201JI40617,1,2,2,7,2012
201201JI40619,1,2,1,1,2012
201201JI40620,1,3,1,1,2012
201201JI40621,1,3,2,1,2012
201201JI40623,1,3,1,1,2012
201201JI40624,1,3,2,2,2012
201201JI40625,1,3,2,1,2012
201201JI40626,1,3,1,1,2012
201201JI40627,1,3,1,1,2012
201201JI40628,1,3,2,1,2012
201201JI40631,1,3,2,1,2012
201201JI40632,1,2,1,1,2012
201201JI40633,1,3,2,1,2012
201201JI40634,1,3,2,1,2012
201201JI40635,1,3,3,1,2012
201201JI40636,1,3,2,1,2012
201201JI40637,1,3,2,1,2012
201201JI40638,1,3,2,2,2012
201201JI40639,1,3,2,1,2012
201201JI40640,1,3,1,1,2012
201201JI40641,1,3,2,1,2012
201201JI40642,1,3,2,1,2012
201201JI40643,1,3,3,2,2012
201201JI40644,1,3,2,1,2012
201201JI40645,1,3,2,1,2012
201201JI40646,1,3,2,1,2012
201201JI40648,1,3,1,1,2012
201201JI40649,1,3,4,2,2012
201201JI40650,1,3,2,1,2012
201201JI40651,1,3,2,2,2012
201201JI40652,1,3,2,2,2012
201201JI40653,1,3,2,1,2012
201201JI40654,1,3,2,1,2012
201201JI40655,1,3,2,1,2012
201201JI40656,1,3,3,1,2012
201201JI40658,1,3,1,1,2012
201201JI40659,1,3,2,2,2012
201201JI40660,1,3,2,1,2012
201201JI40661,1,3,1,1,2012
201201JI40662,1,3,1,1,2012
201201JI40663,1,2,2,1,2012
201201JI40665,1,3,8,4,2012
201201JI40666,1,3,2,1,2012
201201JI40667,1,3,1,1,2012
201201JI40669,1,3,1,1,2012
201201JI40670,1,3,2,2,2012
201201JI40671,1,3,1,1,2012
201201JI40672,1,3,2,2,2012
201201JI40673,1,3,2,1,2012
201201JI40674,1,3,2,1,2012
201201JI40675,1,3,1,1,2012
201201JI40676,1,3,2,1,2012
201201JI40677,1,3,1,2,2012
201201JI40678,1,3,2,1,2012
201201JI40679,1,3,2,1,2012
201201JI40681,1,3,2,1,2012
201201JI40682,1,3,1,1,2012
201201JI40683,1,3,2,1,2012
201201JI40684,1,3,2,1,2012
201201JI40686,1,3,2,2,2012
201201JI40687,1,2,2,1,2012
201201JI40688,1,3,2,2,2012
201201JI40689,1,3,1,1,2012
201201JI40692,1,3,2,1,2012
201201JI40693,1,2,1,1,2012
201201JI40695,1,3,2,1,2012
201201JI40696,1,3,1,1,2012
201201JI40698,1,3,1,1,2012
201201JI40699,1,3,2,3,2012
201201JI40700,1,3,2,1,2012
201201JI40701,1,3,2,1,2012
201201JI40702,1,3,2,2,2012
201201JI40703,1,3,2,1,2012
201201JI40704,1,3,1,1,2012
201201JI40706,1,3,1,2,2012
201201JI40708,1,3,1,1,2012
201201JI40712,1,3,1,1,2012
201201JI40713,1,3,2,1,2012
201201JI40714,1,3,2,1,2012
201201JI40717,1,3,2,1,2012
201201JI40718,1,3,2,1,2012
201201JI40719,1,3,2,1,2012
201201JI40721,1,3,3,1,2012
201201JI40722,1,3,2,1,2012
201201JI40723,1,3,2,1,2012
201201JI40724,1,3,1,1,2012
201201JI40727,1,3,1,1,2012
201201JI40728,1,3,1,1,2012
201201JI40729,1,3,2,1,2012
201201JI40730,1,2,2,1,2012
201201JI49001,1,3,2,1,2012
201201JI49061,1,2,1,1,2012
201201KD50001,1,3,2,1,2012
201201KD50002,1,3,2,3,2012
201201KD50003,1,3,2,1,2012
201201KD50004,1,3,1,2,2012
201201KD50005,1,3,2,2,2012
201201KD50006,1,3,2,3,2012
201201KD50007,1,3,1,1,2012
201201KD50010,1,2,2,1,2012
201201KD50011,1,3,1,1,2012
201201KD50012,1,3,2,2,2012
201201KD50013,1,3,2,1,2012
201201KD50014,1,3,2,1,2012
201201KD50015,1,3,1,1,2012
201201KD50016,1,3,2,1,2012
201201KD50017,1,3,2,2,2012
201201KD50018,1,3,2,1,2012
201201KD50019,1,3,2,1,2012
201201KD50020,1,3,2,2,2012
201201KD50021,1,3,1,1,2012
201201KD50022,1,3,2,3,2012
201201KD50023,1,3,2,1,2012
201201KD50024,1,3,1,1,2012
201201KD50025,1,3,3,3,2012
201201KD50026,1,3,2,1,2012
201201KD50027,1,3,2,1,2012
201201KD50028,1,3,4,4,2012
201201KD50029,1,3,2,1,2012
201201KD50030,1,3,2,1,2012
201201KD50031,1,3,2,1,2012
201201KD50032,1,3,2,1,2012
201201KD50033,1,3,2,1,2012
201201KD50036,1,3,2,1,2012
201201KD50038,1,3,1,1,2012
201201KD50039,1,3,3,1,2012
201201KD50040,1,3,2,1,2012
201201KD50041,1,3,2,1,2012
201201KD50042,1,3,1,1,2012
201201KD50043,1,3,4,1,2012
201201KD50044,1,3,2,2,2012
201201KD50045,1,3,1,1,2012
201201KD50048,1,3,2,1,2012
201201KD50050,1,3,2,2,2012
201201KD50051,1,3,3,1,2012
201201KD50052,1,3,1,1,2012
201201KD50053,1,3,2,3,2012
201201KD50054,1,3,2,1,2012
201201KD50055,1,3,2,1,2012
201201KD50056,1,3,1,1,2012
201201KD50057,1,2,2,2,2012
